Time,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),wind_speed (m/s),surface_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2)
01/26/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.34,0.79,0.0,0.0,0.0
01/26/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.43,3.16,0.0,0.0,0.0
01/26/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.61,4.62,0.0,0.0,0.0
01/26/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.52,4.37,0.0,0.0,0.0
01/26/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.85,2.22,0.0,0.0,0.0
01/26/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.79,2.79,0.0,0.0,0.0
01/26/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.82,3.02,0.0,0.0,0.0
01/26/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.71,2.88,0.0,0.0,0.0
01/26/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.71,3.0,10.9,10.92,0.0
01/26/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.94,2.81,39.02,38.83,0.84
01/26/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.33,3.09,69.74,65.62,11.35
01/26/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.63,3.24,74.09,74.04,0.12
01/26/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.97,3.16,88.43,87.76,1.31
01/26/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.21,2.85,56.96,56.89,0.13
01/26/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.52,2.48,70.42,70.46,0.0
01/26/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.48,2.43,47.34,47.35,0.0
01/26/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.29,1.49,42.27,40.06,9.51
01/26/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.03,2.14,6.6,6.11,7.13
01/26/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.97,2.24,0.0,0.0,0.0
01/26/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.86,2.09,0.0,0.0,0.0
01/26/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.81,2.13,0.0,0.0,0.0
01/26/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.66,2.17,0.0,0.0,0.0
01/26/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.67,2.34,0.0,0.0,0.0
01/27/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.49,2.35,0.0,0.0,0.0
01/27/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.17,2.0,0.0,0.0,0.0
01/27/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.93,1.48,0.0,0.0,0.0
01/27/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.84,1.4,0.0,0.0,0.0
01/27/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.54,0.39,0.0,0.0,0.0
01/27/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.68,1.57,0.0,0.0,0.0
01/27/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.64,1.57,0.0,0.0,0.0
01/27/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.7,1.34,0.0,0.0,0.0
01/27/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.67,1.0,0.0,0.0,0.0
01/27/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.67,1.15,7.9,7.94,0.0
01/27/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.73,1.62,26.77,26.81,0.0
01/27/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.97,1.58,36.75,36.73,0.06
01/27/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.2,1.71,65.78,65.72,0.12
01/27/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.2,1.64,69.99,70.02,0.0
01/27/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.5,2.19,74.47,69.27,10.18
01/27/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.63,3.01,62.73,62.76,0.0
01/27/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.52,3.47,50.46,48.35,5.73
01/27/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.99,3.41,20.14,20.18,0.0
01/27/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.91,3.62,7.28,7.3,0.0
01/27/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.0,4.52,0.0,0.0,0.0
01/27/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.18,5.02,0.0,0.0,0.0
01/27/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.37,5.47,0.0,0.0,0.0
01/27/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.52,5.7,0.0,0.0,0.0
01/27/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.55,5.77,0.0,0.0,0.0
01/28/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.5,5.74,0.0,0.0,0.0
01/28/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.29,5.93,0.0,0.0,0.0
01/28/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.94,6.15,0.0,0.0,0.0
01/28/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.39,6.19,0.0,0.0,0.0
01/28/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.28,6.58,0.0,0.0,0.0
01/28/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.75,7.06,0.0,0.0,0.0
01/28/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.77,7.44,0.0,0.0,0.0
01/28/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.68,7.12,0.0,0.0,0.0
01/28/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.69,6.87,0.0,0.0,0.0
01/28/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.77,6.91,14.63,14.57,0.9
01/28/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.15,6.74,76.86,73.88,12.61
01/28/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.6,6.8,145.74,139.48,16.93
01/28/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.94,7.43,176.92,155.67,45.73
01/28/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.05,7.71,195.66,179.88,30.69
01/28/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.19,7.83,191.49,182.91,16.67
01/28/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.15,7.48,168.63,137.65,66.41
01/28/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.93,6.82,133.47,124.19,24.91
01/28/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.73,5.08,81.8,68.9,53.87
01/28/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.14,4.64,27.16,18.35,115.23
01/28/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.47,4.5,0.0,0.0,0.0
01/28/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.25,4.13,0.0,0.0,0.0
01/28/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.65,3.67,0.0,0.0,0.0
01/28/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.25,3.22,0.0,0.0,0.0
01/28/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.9,2.69,0.0,0.0,0.0
01/29/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.78,2.95,0.0,0.0,0.0
01/29/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.94,3.12,0.0,0.0,0.0
01/29/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.94,2.72,0.0,0.0,0.0
01/29/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.46,2.57,0.0,0.0,0.0
01/29/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.48,2.71,0.0,0.0,0.0
01/29/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.2,2.24,0.0,0.0,0.0
01/29/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.35,2.68,0.0,0.0,0.0
01/29/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.15,2.52,0.0,0.0,0.0
01/29/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.41,2.23,0.0,0.0,0.0
01/29/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.51,2.97,27.61,18.71,118.74
01/29/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.36,2.9,134.76,81.61,222.31
01/29/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.47,2.74,226.3,119.46,286.24
01/29/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.03,2.58,355.97,186.07,362.7
01/29/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.74,2.81,466.04,190.32,532.22
01/29/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.33,3.2,530.8,87.35,854.74
01/29/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.96,3.42,486.95,76.09,873.08
01/29/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.15,3.59,371.42,66.75,808.74
01/29/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.95,2.86,216.95,52.1,676.73
01/29/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.3,2.69,56.42,19.58,458.96
01/29/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.89,3.53,0.0,0.0,0.0
01/29/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.56,4.22,0.0,0.0,0.0
01/29/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.36,4.8,0.0,0.0,0.0
01/29/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.21,5.2,0.0,0.0,0.0
01/29/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.07,5.45,0.0,0.0,0.0
01/30/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.17,5.53,0.0,0.0,0.0
01/30/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.28,5.7,0.0,0.0,0.0
01/30/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.48,5.91,0.0,0.0,0.0
01/30/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.56,5.97,0.0,0.0,0.0
01/30/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.83,5.89,0.0,0.0,0.0
01/30/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.04,5.3,0.0,0.0,0.0
01/30/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.24,5.67,0.0,0.0,0.0
01/30/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.28,5.52,0.0,0.0,0.0
01/30/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.28,5.11,0.0,0.0,0.0
01/30/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.25,5.13,11.8,11.58,2.87
01/30/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.55,5.0,49.72,48.5,5.04
01/30/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.13,4.08,100.4,95.12,14.0
01/30/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.41,3.35,107.19,100.64,13.87
01/30/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.67,3.27,136.65,112.99,45.31
01/30/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.89,3.76,181.93,171.1,20.71
01/30/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.44,4.13,115.88,97.99,37.69
01/30/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.18,3.99,107.12,96.57,27.69
01/30/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.62,2.66,54.15,53.01,4.58
01/30/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.07,2.14,25.69,11.99,162.89
01/30/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.74,2.16,0.0,0.0,0.0
01/30/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.47,2.31,0.0,0.0,0.0
01/30/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.42,2.74,0.0,0.0,0.0
01/30/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.26,3.3,0.0,0.0,0.0
01/30/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.1,3.21,0.0,0.0,0.0
01/31/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.15,3.16,0.0,0.0,0.0
01/31/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.29,3.55,0.0,0.0,0.0
01/31/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.24,3.85,0.0,0.0,0.0
01/31/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.22,3.67,0.0,0.0,0.0
01/31/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.32,3.14,0.0,0.0,0.0
01/31/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.77,2.8,0.0,0.0,0.0
01/31/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.81,2.81,0.0,0.0,0.0
01/31/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.54,2.37,0.0,0.0,0.0
01/31/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.26,2.03,0.0,0.0,0.0
01/31/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.02,2.46,33.89,20.0,172.03
01/31/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.87,1.94,156.22,61.94,384.04
01/31/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.89,1.99,301.55,96.08,540.3
01/31/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.96,2.97,404.03,126.6,582.85
01/31/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.2,3.84,462.53,136.89,619.05
01/31/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.36,4.32,348.02,237.1,210.46
01/31/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.36,4.6,303.2,216.82,180.36
01/31/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.16,4.52,246.46,165.31,210.76
01/31/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.03,3.59,151.53,102.36,195.39
01/31/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.23,2.28,52.94,27.19,292.58
01/31/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.29,2.93,0.0,0.0,0.0
01/31/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.58,3.38,0.0,0.0,0.0
01/31/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.04,3.89,0.0,0.0,0.0
01/31/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.68,4.32,0.0,0.0,0.0
01/31/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.45,4.74,0.0,0.0,0.0
02/01/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.38,4.73,0.0,0.0,0.0
02/01/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.25,4.55,0.0,0.0,0.0
02/01/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.01,4.51,0.0,0.0,0.0
02/01/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.76,4.46,0.0,0.0,0.0
02/01/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.86,4.69,0.0,0.0,0.0
02/01/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.27,4.69,0.0,0.0,0.0
02/01/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.26,4.45,0.0,0.0,0.0
02/01/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.4,4.63,0.0,0.0,0.0
02/01/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.59,4.69,0.0,0.0,0.0
02/01/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.33,4.66,55.21,21.41,403.36
02/01/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.9,4.77,185.7,67.74,474.02
02/01/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.42,5.19,311.07,134.86,458.94
02/01/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.93,5.38,391.87,179.36,442.84
02/01/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.68,5.57,451.82,204.26,466.98
02/01/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,10.72,5.49,425.4,236.29,355.97
02/01/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.82,4.64,371.38,214.26,325.17
02/01/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,12.12,4.37,318.17,136.08,467.83
02/01/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,11.59,2.5,202.68,79.19,482.86
02/01/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.39,2.7,62.15,22.29,433.88
02/01/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,7.46,2.38,0.02,0.06,0.0
02/01/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.65,2.4,0.0,0.0,0.0
02/01/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.61,2.75,0.0,0.0,0.0
02/01/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.85,3.21,0.0,0.0,0.0
02/01/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.06,3.62,0.0,0.0,0.0
02/02/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.72,3.66,0.0,0.0,0.0
02/02/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.05,3.5,0.0,0.0,0.0
02/02/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.28,3.43,0.0,0.0,0.0
02/02/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.52,3.36,0.0,0.0,0.0
02/02/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.42,3.54,0.0,0.0,0.0
02/02/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.23,3.96,0.0,0.0,0.0
02/02/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.54,3.73,0.0,0.0,0.0
02/02/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.69,3.28,0.0,0.0,0.0
02/02/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.55,2.73,0.0,0.0,0.0
02/02/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.92,3.45,46.89,22.81,276.9
02/02/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.73,3.68,147.67,68.7,313.02
02/02/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.95,4.66,262.08,113.66,382.85
02/02/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.28,4.9,245.41,204.16,85.26
02/02/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.52,4.52,278.76,241.01,70.66
02/02/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.77,4.36,280.87,244.19,68.49
02/02/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.04,4.25,307.63,230.48,158.25
02/02/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.25,4.18,301.12,165.36,345.03
02/02/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.14,3.93,196.91,86.97,423.07
02/02/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,3.9,3.07,68.13,24.94,450.79
02/02/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.83,3.58,0.06,0.04,0.0
02/02/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.17,3.85,0.0,0.0,0.0
02/02/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.46,3.7,0.0,0.0,0.0
02/02/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.78,3.57,0.0,0.0,0.0
02/02/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.1,3.54,0.0,0.0,0.0
02/03/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.53,3.4,0.0,0.0,0.0
02/03/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.91,3.31,0.0,0.0,0.0
02/03/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.34,3.44,0.0,0.0,0.0
02/03/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.63,3.69,0.0,0.0,0.0
02/03/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.82,3.77,0.0,0.0,0.0
02/03/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.18,3.55,0.0,0.0,0.0
02/03/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.25,3.24,0.0,0.0,0.0
02/03/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.28,3.23,0.0,0.0,0.0
02/03/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.31,3.65,0.0,0.0,0.0
02/03/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.47,4.05,64.45,22.12,469.48
02/03/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.29,3.99,230.57,53.72,691.28
02/03/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.09,3.99,387.54,68.11,815.97
02/03/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.7,3.95,504.95,75.65,879.9
02/03/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.34,3.72,567.4,79.37,906.29
02/03/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,5.54,3.85,567.88,79.35,904.97
02/03/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.3,4.74,508.98,75.75,880.86
02/03/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.51,4.98,394.93,67.95,822.09
02/03/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.06,3.02,239.21,54.16,700.93
02/03/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,2.53,3.16,72.42,24.31,482.38
02/03/2024 19:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.8,4.05,0.12,0.06,0.0
02/03/2024 20:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.31,4.4,0.0,0.0,0.0
02/03/2024 21:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.59,4.44,0.0,0.0,0.0
02/03/2024 22:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.36,4.68,0.0,0.0,0.0
02/03/2024 23:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.19,5.17,0.0,0.0,0.0
02/04/2024 00:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.09,5.2,0.0,0.0,0.0
02/04/2024 01:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.29,5.33,0.0,0.0,0.0
02/04/2024 02:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.48,4.15,0.0,0.0,0.0
02/04/2024 03:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.82,3.31,0.0,0.0,0.0
02/04/2024 04:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.11,3.85,0.0,0.0,0.0
02/04/2024 05:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.6,3.92,0.0,0.0,0.0
02/04/2024 06:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.53,3.94,0.0,0.0,0.0
02/04/2024 07:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-1.84,3.25,0.0,0.0,0.0
02/04/2024 08:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-2.02,2.96,0.06,0.1,0.0
02/04/2024 09:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,-0.97,3.69,66.25,26.42,426.06
02/04/2024 10:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,0.34,3.71,229.28,65.17,632.54
02/04/2024 11:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,1.91,4.23,394.38,73.33,812.0
02/04/2024 12:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,4.45,4.67,510.64,79.48,876.32
02/04/2024 13:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.59,5.16,573.1,82.57,903.75
02/04/2024 14:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.17,5.17,574.44,80.66,907.35
02/04/2024 15:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.25,4.91,514.61,77.29,881.33
02/04/2024 16:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,9.5,5.1,399.07,71.14,815.63
02/04/2024 17:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,8.02,3.7,241.91,59.17,681.42
02/04/2024 18:00:00,"(40.43093, -86.911617)",era5,218.14,-5.0,6.07,3.69,76.03,26.13,481.15
